tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
2022S,1413,Kimpisen lukio,FI,,1,21,3,,,,,,,,4,,,,4,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,17,2,,,,,,,,,4,,,,4,,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,13,2,,,,,,,,3,,3,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,14,4,,,,,,,,,4,,,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,11,2,,,,,,,,3,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,18,3,,,,,,,,,3,3,,,,3,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,27,6,,,,,,,,,5,5,,,,5,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,18,3,,,,,,,,4,,,,,4,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,20,3,,,,,,,,,5,,,,,3,3,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,18,5,,,,,,,,4,,3,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,11,2,,,,,,,,,4,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,17,,,,,,,4,,,4,,,,,,,,,,,3,,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,12,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,16,3,,,,,,,,,2,,,,,,3,,,,,,,,,,,3,,,,,,,,,5,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,25,5,,,,,,,,,4,,,,,4,,,,,,5,,,4,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,17,4,,,,,,,,,,,,,,4,,,,,,4,,,3,,,2,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,25,3,,,,,,,,,6,3,,,,3,,,,,,,4,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,30,5,,,,,,,,4,,5,,,,,,,,,3,,7,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,2,16,5,,,,,,,,,3,,,,,4,,,,,,,4,,,,,0,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,14,2,,,,,,,,,5,,,2,,,,,,,,,,,3,,,0,,,,,,,,,2,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,20,4,,,,,,,,,5,,,,,,,,,,,2,4,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,23,4,,,,,,,,3,,,,,3,,3,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,10,3,,,,,,,,,2,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1413,Kimpisen lukio,FI,,1,24,5,,,,,,,,,3,,,,5,,,,,,,,4,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,1,16,2,,,,,,,,,5,,,,,,3,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,25,6,,,,,,,,,3,,,,,,4,,,,,,,,6,,,6,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,1,22,4,,,,,,,,,5,,,,3,,,,,4,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,1,11,2,,,,,,,,,2,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,3
2022S,1556,Nokian lukio,FI,,2,16,4,,,,,,,,,4,,,,3,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,24,5,,,,,,,,,3,,3,,,3,4,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,1,17,3,,,,,,,,2,,,,,4,,,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,16,5,,,,,,,,,,,,,2,2,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,18,3,,,,,,,,,3,,,,,4,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,1,20,3,,,,,,,,3,,3,,4,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,11,2,,,,,,,,,2,,,,,,,,,,,3,2,,,,,2,,,,,,,,,,,,,,,,,3
2022S,1556,Nokian lukio,FI,,1,24,4,,,,,,,,,4,,,,5,,,,,,,,6,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,24,4,,,,,,,,4,,4,,4,,,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,1,23,3,,,,,,,,,4,,,,,,,,,,,4,4,,3,,,5,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,34,6,,,,,,,,4,,5,,5,,,,,,,4,,,,6,,,4,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,43,6,,,,,,,,7,,6,,,,7,,,,,6,,,,7,,,4,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,2,12,3,,,,,,,,,2,,,,,,,,,,,2,2,,,,,3,,,,,,,,,,,,,,,,,3
2022S,1556,Nokian lukio,FI,,2,18,5,,,,,,,,,3,,,,,4,,,,,,6,,,,,,0,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,1,26,4,,,,,,,,6,,,,5,,4,4,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1556,Nokian lukio,FI,,1,14,4,,,,,,,,3,,2,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1851,Tuusniemen lukio,FI,,2,22,4,,,,,,,,,4,,,,,6,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1851,Tuusniemen lukio,FI,,1,16,3,,,,,,,,,,,,,,3,,,,,,4,,,2,,,4,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,19,3,,,,,,,,,3,,5,,,2,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,29,5,,,,,,,,5,,5,,4,,,,,,,4,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,1,25,4,,,,,,,,5,,5,,4,,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,26,6,,,,,,,,,,,,,,6,,,,,,6,,,6,,,2,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,1,18,3,,,,,,,,,4,2,,,,,,,,4,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,36,4,,,,,,,,6,,5,,4,,,,,,,6,,,,,,,6,,,,,,,5,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,18,3,,,,,,,,,3,3,,,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,1,28,4,,,,,,,,,6,5,,,,,5,,,,,,,,5,,,3,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,28,6,,,,,,,,4,,4,,4,,,,,,,3,4,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,12,3,,,,,,,,,3,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,1,12,0,,,,,,,,,5,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,16,2,,,,,,,,,3,3,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,1,21,3,,,,,,,,,4,,,,3,,,,,,,,4,,,,,5,,,,,,,2,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,16,2,,,,,,,,,,,,,,3,4,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,31,5,,,,,,,,,6,,,,,6,5,,,,,,,,,,,4,,,,,,,,5,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,19,4,,,,,,,,5,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,1,23,3,,,,,,,,,,4,,,,,3,,,3,,,,,5,,,5,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,26,,,,,,,5,,5,,,,,,,,,,,,,4,,,,,5,,,,7,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,15,4,,,,,,,,,,,,,,3,3,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,30,6,,,,,,,,6,,,,,,7,6,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,13,3,,,,,,,,,,,4,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,1,20,3,,,,,,,,6,,,,5,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,19,3,,,,,,,,,4,,,,5,,4,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,33,6,,,,,,,,5,,4,,4,,,,,,,4,,,,,,,5,,,,,,,,,5,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,25,6,,,,,,,,6,,,,,4,,,,,,,,4,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,18,2,,,,,,,,,,,,,,0,,,,,,,,,4,,,6,,,,6,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,23,2,,,,,,,,,4,5,4,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,34,4,,,,,,,,6,,5,,,,,5,,,,6,,,,3,,,5,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,29,3,,,,,,,,,4,,,,,5,,7,,,,6,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,20,5,,,,,,,,,3,,5,,,4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1412,Lappeenrannan lyseon lukio,FI,,2,18,4,,,,,,,,,2,,,,,3,2,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,2,13,,,,,,,3,,,2,3,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,2,14,,,,,,,3,,,0,,,,,3,,,,,,,3,,,,,2,,,,,,3,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,1,25,,,,,,,6,,,5,,,,5,,4,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,2,17,4,,,,,,,,,4,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,2,33,7,,,,,,,,,7,,,,,6,7,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,1,19,4,,,,,,,,,4,,,,4,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,1,15,3,,,,,,,,,5,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,1,24,3,,,,,,,,,6,,,,4,,,,,,,,5,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,2,46,7,,,,,,,,7,,7,,,,,,,,,6,,,,7,,,5,,,,,,,7,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,1,25,5,,,,,,,,,6,,,,4,4,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,1,20,3,,,,,,,,,6,,,3,,,,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,1,36,6,,,,,,,,6,,6,,6,,,,,,,6,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1068,Etelä-Tapiolan lukio,FI,,2,15,,,,,,,4,,,,2,,,,3,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,12,3,,,,,,,,,2,,,,,,,,,2,,3,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,17,3,,,,,,,,,3,,,,,,,,,3,,,3,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,34,6,,,,,,,,6,,5,,4,,,,,,,6,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,17,3,,,,,,,,3,,,,4,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,12,2,,,,,,,,2,,,,2,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,2,13,2,,,,,,,,,2,2,,2,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,19,3,,,,,,,,,4,4,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,2,21,5,,,,,,,,,2,,,,4,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,30,6,,,,,,,,,5,,,,7,,,,,,,,6,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,2,13,3,,,,,,,,,2,,,,,,,,,,,3,,,3,,,2,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,2,15,4,,,,,,,,,2,,,,,4,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,15,0,,,,,,,,,4,,3,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,14,3,,,,,,,,,3,,,,4,,,,,,,,4,,,,,0,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,2,27,5,,,,,,,,,,5,,,,4,,,,,,4,,,5,,,4,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,17,3,,,,,,,,,2,,,,4,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,2,24,5,,,,,,,,4,,4,,3,,,,,,,3,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,2,29,4,,,,,,,,5,,6,,5,,,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,2,19,4,,,,,,,,,3,,,,,4,3,,,,,5,,,,,,0,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,16,3,,,,,,,,5,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1076,Haukiputaan lukio,FI,,1,18,3,,,,,,,,,4,,,,5,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1312,Kurikan lukio,FI,,1,19,2,,,,,,,,,3,,,4,2,,,,,,2,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1312,Kurikan lukio,FI,,1,12,3,,,,,,,,,4,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,3
2022S,1312,Kurikan lukio,FI,,1,13,2,,,,,,,,,4,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3
2022S,1645,Pietarsaaren lukio,FI,,1,12,2,,,,,,,,,,3,,,,,,,,,2,,,,2,,,3,,,,,,,,,,,,,,,,,1
2022S,1986,Kaarinan lukion aikuislinja,FI,,2,21,2,,,,,,,,,5,,,,,,,,,,,6,4,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1986,Kaarinan lukion aikuislinja,FI,,2,14,,,,,,,3,,,0,,,,3,,5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1986,Kaarinan lukion aikuislinja,FI,,1,11,2,,,,,,,,2,,,,3,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1986,Kaarinan lukion aikuislinja,FI,,1,16,2,,,,,,,,,4,,,,,,,,,3,,,3,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1986,Kaarinan lukion aikuislinja,FI,,2,17,4,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,1
2022S,1986,Kaarinan lukion aikuislinja,FI,,2,15,3,,,,,,,,,,,,,,4,,,,,,6,,,2,,,0,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,1,26,4,,,,,,,,,7,,,,5,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,1,14,3,,,,,,,,,4,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,2,21,3,,,,,,,,,5,,,,,3,,,,,2,,3,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,1,27,7,,,,,,,,,,,6,,5,,,,,,,,,,4,,,5,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,1,15,3,,,,,,,,,,,3,,,,,,,,,,,,4,,,5,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,1,35,5,,,,,,,,6,,6,,6,,,,,,,5,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,2,18,4,,,,,,,,,4,4,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,1,16,3,,,,,,,,,3,,,,4,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,2,17,3,,,,,,,,,,3,,,,,,,,,,4,,,3,,,4,,,,,,,,,,,,,,,,,1
2022S,1535,Sipoon lukio,FI,,1,21,4,,,,,,,,,5,,,,,,,,,,,6,,,4,,,2,,,,,,,,,,,,,,,,,1
2022S,1765,Sodankylän lukio,FI,,2,21,5,,,,,,,,4,,3,,,,,,,,,3,,,,,,,6,,,,,,,,,,,,,,,,,3
2022S,1765,Sodankylän lukio,FI,,1,12,3,,,,,,,,,,,,,2,,,,,2,,,,,0,,,5,,,,,,,,,,,,,,,,,1
2022S,1765,Sodankylän lukio,FI,,1,12,3,,,,,,,,,2,,,,2,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,2,22,6,,,,,,,,,4,,,,,,,,,,,,6,,,,,6,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,16,2,,,,,,,,,3,,,,,,,,,4,,,4,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,2,8,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,1,12,,,,,,,2,,,5,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,2,14,2,,,,,,,,,,,5,,,,,,3,,,,,,0,,,4,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,12,,,,,,,4,,,3,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,1,14,,,,,,,4,,3,,,,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,1,29,6,,,,,,,,5,,,,6,,,,,,,,5,,,,,,7,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,2,10,2,,,,,,,,,,,,,,,,,,,,3,,,3,,,2,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,2,17,4,,,,,,,,,3,,,,,,,,,,,3,,,3,,,4,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,1,12,,,,,,,3,,,4,,,,,0,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,2,8,,,,,,,2,,,2,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,1,13,,,,,,,3,,,2,,,,,,,,2,,,,,,3,,,3,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,16,4,,,,,,,,,4,3,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,12,3,,,,,,,,2,,,,,2,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,14,3,,,,,,,,3,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,2,13,2,,,,,,,,,,,,,,,,,,,,0,,,2,,,4,,,,,,5,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,11,2,,,,,,,,,3,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,11,3,,,,,,,,,2,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,2,19,5,,,,,,,,,3,,,,4,,,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,2,22,,,,,,,7,,,5,,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,2,13,3,,,,,,,,,,,,,,,,,,,,2,,,4,,,4,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,2,10,2,,,,,,,,,,,3,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,12,3,,,,,,,,,2,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,1,18,2,,,,,,,,,6,,,,,,,,,3,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,9,,,,,,,2,,3,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,2,19,4,,,,,,,,,4,,,,,,,,4,,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,22,5,,,,,,,,,,,5,,,,,,6,,,,3,,0,,,3,,,,,,,,,,,,,,,,,1
2022S,1894,Helsingin aikuislukio,FI,,1,13,2,,,,,,,,,4,,,,,,,,,,,2,3,,,,,2,,,,,,,,,,,,,,,,,2
2022S,1894,Helsingin aikuislukio,FI,,2,9,2,,,,,,,,,2,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2
2022S,1836,Turun normaalikoulu,FI,,2,18,4,,,,,,,,2,,2,,3,,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1836,Turun normaalikoulu,FI,,1,12,,,,,,,4,,,3,2,,,,,,,,,,0,,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1836,Turun normaalikoulu,FI,,1,18,3,,,,,,,,,3,,,,3,2,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022S,1836,Turun normaalikoulu,FI,,1,18,2,,,,,,,,2,,3,,4,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,1
2022S,1836,Turun normaalikoulu,FI,,2,26,6,,,,,,,,,6,,,,,,,,,,,,5,,4,,,5,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,2,39,7,,,,,,,,5,,,6,,,6,,,,5,,,,,4,,,6,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,1,14,2,,,,,,,,,4,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,1,13,2,,,,,,,,,2,,,,2,,,,,,,2,2,,,,,3,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,2,18,4,,,,,,,,,,,,,,3,,,,,,,2,,4,,,5,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,1,51,7,,,,,,,,7,,7,,6,,,,,,,7,,,,5,,,7,,,,,,5,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,2,16,3,,,,,,,,,3,2,2,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,2,28,6,,,,,,,,3,,5,,,,5,,,,,,,,,4,,,5,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,2,47,5,,,,,,,,5,,6,,5,6,,6,,,,5,,,,5,,,4,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,1,21,3,,,,,,,,4,,,,,,,,,,,,2,,,7,,,5,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,2,24,6,,,,,,,,3,,4,,,,5,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,1
2022S,1415,Laukaan lukio,FI,,2,20,4,,,,,,,,,3,,4,,,,3,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
